movie_title,movie_score,movie_description,movie_type,release_date,director,rating,country,main_actors,movie_genre
"Edward, My Son",18.5,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Action,10/23/1950,Loni Oppery,6.3,Morocco,Bogart Stanlake,Mystery
Camouflage,48.5,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Action,5/27/1995,Nicolina Triggel,1.9,South Africa,Desiree Stovold,Animation
Small Apartments,43.2,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Sci-Fi,5/24/2017,Gregor Bleue,6.0,Argentina,Annmarie Baskeyfield,Animation
Off and Running ,61.2,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Comedy,9/9/1952,Nelie Balog,9.6,Ukraine,Odelinda Harbour,Thriller
Brutal Beauty: Tales of the Rose City Rollers,8.4,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Sci-Fi,10/12/1947,Rhea Trappe,2.8,South Africa,Vincents Jordanson,Thriller
Otaku,29.5,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Horror,4/16/1923,Laurens Fuge,9.5,Poland,Mattie Walduck,Fantasy
"Cuenca Crime, The (Crimen de Cuenca, El)",89.6,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",Sci-Fi,5/26/1950,Burtie Fetherstonhaugh,6.3,Philippines,Dorella Hyndes,Animation
Scorched,89.5,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Horror,10/8/1958,Morena Burdis,9.1,Poland,Elga Bassham,Thriller
No More School,63.7,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Sci-Fi,9/23/1943,Flori Aggas,7.9,Portugal,Artemis Dood,Romance
Dead Man's Bluff,1.7,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Sci-Fi,12/16/1946,Salvatore Van Haeften,8.8,Estonia,Krystyna Posthill,Romance
Pete's Dragon,57.7,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Drama,4/30/2022,Darlleen Pinhorn,6.6,Syria,Thorny Nisen,Mystery
Lorna,22.5,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Drama,3/19/1960,Minne Skerratt,7.5,China,Tyler Pennicott,Mystery
"Namesake, The",86.3,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Horror,10/21/1978,Jayme Eddison,4.9,Czech Republic,Armstrong Daspar,Thriller
Stealing Time (a.k.a. Rennie's Landing),98.0,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Action,5/17/1956,Alejoa Domico,1.5,Switzerland,Hildagarde Dikels,Thriller
Between Heaven and Hell,35.9,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Sci-Fi,5/21/1964,Corey Skylett,0.2,Ukraine,Karon Rooze,Romance
Room at the Top,48.6,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Horror,9/26/1902,Andie Larway,6.1,Czech Republic,Reade Outlaw,Animation
"Place Beyond the Pines, The",58.5,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Drama,3/7/1967,Muhammad O'Neil,9.9,Honduras,Stevie Luetchford,Mystery
Junkopia,73.9,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Drama,6/23/2012,Maren Onge,3.3,Brazil,Loralyn MacCorley,Fantasy
That Certain Woman,32.2,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Action,6/25/2009,Rhys Ireland,8.4,China,Haleigh Wildin,Mystery
"Way You Wanted Me, The (Sellaisena kuin sinä minut halusit)",59.2,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",Horror,4/4/1917,Denis Gopsill,4.2,Vietnam,Pyotr Mc Kellen,Mystery
Suspended Animation,50.3,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Comedy,10/27/1964,Craig Garford,9.0,Bosnia and Herzegovina,Darlleen Hovel,Mystery
True Confession,95.1,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Sci-Fi,4/21/1947,Reba Laddle,8.7,China,Nona Corton,Animation
Stille Nacht I: Dramolet,71.8,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Comedy,4/19/1917,Warren Wolfers,9.9,Ukraine,Fabian Vamplus,Mystery
Sword of Gideon,14.1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",Comedy,10/31/1900,Celeste Dunseith,4.9,Guatemala,Brnaby Davenall,Romance
Harvard Man,37.0,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",Horror,9/1/2004,Francisca Marsters,1.5,China,Feodora Rhodus,Thriller
Hide Your Smiling Faces,48.0,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",Comedy,8/21/1988,Modestia Carreck,2.3,Poland,Blondell Symons,Thriller
From Hell It Came,98.8,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Action,3/17/1945,Frederick Rosenhaupt,1.9,Syria,Taylor Luggar,Fantasy
Barbara,30.0,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Drama,10/1/1983,Birdie McNaught,6.1,Peru,Faythe O' Clovan,Animation
"Aral, Fishing in an Invisible Sea",11.1,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Sci-Fi,10/18/1955,Judi Greedier,3.0,Argentina,Art Batchley,Mystery
"Jimmy Rosenberg: The Father, the Son & the Talent",67.6,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Comedy,2/7/1990,Tan Brammall,2.6,China,Reiko Morden,Fantasy
I Am Fishead,85.5,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",Drama,8/27/1942,Ivonne Antonomoli,10.0,Indonesia,Wren Cobley,Animation
Seoul Searching,33.2,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Horror,12/11/1924,Abagail Pimbley,9.4,Czech Republic,Selene Popham,Animation
"Pajama Game, The",22.6,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Action,12/21/1932,Kain Longley,5.5,Pakistan,Storm Bernardes,Thriller
After Image (Seeing in the Dark),92.6,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Drama,10/15/1966,Ailbert Igglesden,3.3,Sweden,Piotr Blakes,Fantasy
Major League: Back to the Minors,34.1,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Horror,3/15/1960,Adriane Player,9.3,Brazil,Olia Bickle,Fantasy
Drive,98.6,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Sci-Fi,7/6/1948,Trista Leport,9.6,Nigeria,Raviv Agiolfinger,Fantasy
Firewall,12.0,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Comedy,4/27/2001,Peri Leaning,7.8,Russia,Shantee Josefowicz,Thriller
Nobody's Children (I figli di nessuno),12.2,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Drama,8/17/1929,Rabbi Grishanov,2.9,Finland,Aharon Gavrieli,Thriller
Breaking the Rules,26.5,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Action,9/11/1960,Nanny Cluer,2.9,Iran,Gothart Truss,Mystery
Zachariah,83.0,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Sci-Fi,8/29/2012,Glendon Powell,4.4,Colombia,Bendick Dutch,Fantasy
Ladrón que roba a ladrón,5.5,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Drama,8/31/1931,Giustina Peracco,2.5,Costa Rica,Wilie Braunlein,Fantasy
Brain Dead,61.3,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Comedy,3/12/1947,Reggis Kanter,9.0,Russia,Link Mence,Fantasy
"Life of Emile Zola, The",57.6,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Drama,5/10/1936,Georgie Merriday,8.1,Thailand,Amalee Rawood,Romance
"Other Shore, The",87.4,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Sci-Fi,5/29/1910,Max Teresse,3.1,China,Marleen Carlesso,Thriller
How to Train Your Dragon 2,26.2,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Horror,6/26/1940,Granger Bogart,5.4,Zambia,Sigrid Meggison,Animation
Our Vines Have Tender Grapes,5.0,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Drama,6/1/2018,Pren Geeraert,8.4,Philippines,Brnaby Barsam,Mystery
"Bible, The (a.k.a. Bible... In the Beginning, The)",1.4,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Comedy,10/14/1953,Thadeus Jacobovitz,4.3,China,Craggie Worham,Animation
Confetti,70.3,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Horror,9/14/2021,Coretta Rimes,4.1,China,Ramsey Josuweit,Fantasy
Arsène Lupin,49.3,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Comedy,6/17/1989,Wesley Corstorphine,8.7,China,Sigfried Mepsted,Romance
Crazy for Christmas,93.7,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",Horror,11/29/1973,Kile Durkin,0.4,El Salvador,Matelda Randerson,Fantasy
